19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62
0,12.88,15.37,15.64,16.02,16.71,16.31,16.71,17.9,17.25,16.22,16.73,16.61,17.15,17.51,17.36,16.53,14.86,14.56,17.23,15.15,16.7,15.5,16.55,14.63,14.95,12.65,6.85
0,6.54,9.25,10.83,12.15,13.52,14.01,14.22,15.12,13.81,14.51,14.15,15.34,15.3,15.42,15.05,15.82,15.35,13.62,14.53,14.15,13.48,12.85,12.88,12.61,12.04,9.48,3.95
0,4.13,6.67,9.93,11.65,11.72,11.15,13.22,12.85,12.95,14.16,14.96,14.67,13.55,14.05,13.99,14.37,13.97,12.11,8.81,11.1,10.12,9.17,10.74,9.52,7.01,6.46,4.31
0,3.89,6.45,7.65,9.54,9.51,11.77,12.61,12.11,13.1,13.32,13.51,13.29,11.84,13.42,12.55,10.89,12.58,12.78,10.72,12.34,9.25,11.17,10.52,9.73,8.33,5.15,2.18
0,2.86,4.53,6.69,7.44,9.33,10.25,10.58,9.53,9.33,10.88,10.18,12.95,11.03,12.33,7.91,11.42,9.54,10.8,11.6,8.56,10.69,6.92,8.8,7.53,6.66,4.36,2.79
0,2.24,4.14,5.69,6.06,7.95,9.12,9.29,9.77,10.12,9.38,10.49,10.99,9.92,11.4,10.99,11.61,11.31,11.33,10.26,10.02,9.14,7.89,8.3,7.02,5.33,3.99,1.33
0,1.53,3.09,5.05,6.17,7.05,8.16,8.52,9.07,9.82,9.76,9.86,10.05,9.48,10.83,10.41,8.62,9.55,9.65,9.82,6.88,8.12,4.62,7.02,5.99,4.37,3.23,1.58
0,1.18,1.12,4.01,4.16,6.21,6.08,6.02,7.49,7.74,8.71,6.58,8.01,9.75,9.54,6.36,9.13,9.37,7.58,8.33,6.89,7.05,5.23,6.31,4.65,4.07,2.96,1.7
0,1.21,2.52,3.06,4.57,5.28,6.33,6.45,6.62,7.79,8.2,6.68,7.26,8.23,8.31,6.56,6.98,8.18,7.24,7.29,6.55,6.02,5.11,4.82,3.25,3.49,2.09,1.48
0,1.09,2.21,3.19,4.01,4.99,5.65,5.48,6.19,6.62,7.42,5.93,6.01,7.69,7.19,7.07,7.2,7.12,6.61,6.41,6.33,5.67,4.92,4.67,3.34,2.78,1.98,1.09
0,1.01,1.71,2.61,3.22,4.31,4.35,5.21,5.84,5.23,5.53,5.43,6.64,6.31,5.97,6.87,6.72,5.46,6.22,5.55,5.48,4.63,3.77,3.85,3.19,2.53,1.88,1.02
0,0.76,1.55,2.25,2.99,3.73,4.26,4.44,4.98,5.25,5.54,5.65,5.66,5.67,5.78,5.51,5.21,5.62,5.53,4.25,4.63,4.22,4.04,3.39,2.94,2.13,1.41,1.02
0,0.61,1.39,2.03,2.19,2.92,3.45,3.63,4.28,4.43,4.62,4.46,4.93,5.06,5.03,4.39,4.31,4.85,4.54,4.2,3.78,2.04,2.91,2.56,2.41,1.86,1.29,0.68
0,0.51,1.03,1.48,2.18,2.54,2.52,2.91,2.74,3.65,4.02,4.24,4.34,4.02,4.22,4.06,4.02,4.11,3.84,3.61,3.18,3.33,2.76,2.37,1.71,1.53,0.91,0.62
0,0.46,0.948,1.28,1.45,2.11,2.51,2.73,2.98,3.29,3.29,3.52,3.48,3.51,3.37,3.55,3.59,3.31,3.05,3.12,2.81,2.51,2.4,1.98,1.66,1.14,0.83,0.64
0,0.35,0.74,0.91,1.41,1.41,2,1.98,2.43,2.64,2.51,2.75,2.56,2.34,2.76,2.71,2.73,2.33,2.28,2.46,2.29,1.99,1.82,1.47,1.25,1.04,0.77,0.31
0,0.32,0.43,0.83,1.13,1.33,1.54,1.73,1.83,1.88,1.73,2.04,2.08,2.11,2.22,2.24,1.67,2.03,1.81,2.01,1.71,1.05,1.5,1.3,1.01,0.82,0.42,0.27
0,0.11,0.43,0.61,0.76,0.89,1.04,1.15,1.15,1.4,1.26,1.35,1.44,1.56,1.51,1.58,1.48,1.51,1.51,1.45,1.29,1.27,1.06,0.84,0.79,0.57,0.44,0.14
0,0.11,0.26,0.25,0.43,0.53,0.61,0.688,0.722,0.751,0.861,0.712,0.748,0.881,0.887,0.914,0.9,0.746,0.87,0.906,0.749,0.651,0.561,0.509,0.441,0.369,0.278,0.099
